"PostOfficeName","Pincode","DistrictsName","City","State"
"Bibipet","503125","Nizamabad","Nizamabad","Andhra Pradesh"
"Biccavolu","533343","East Godavari","East Godavari","Andhra Pradesh"
"Bichukonda","503306","Nizamabad","Nizamabad","Andhra Pradesh"
"Bijgirishareef","505475","Karimnagar","Karimnagar","Andhra Pradesh"
"Bijna Palle","509203","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Bijnur","505475","Karimnagar","Karimnagar","Andhra Pradesh"
"Bijwar","509145","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Bingine Palle","523106","Prakasam","Prakasam","Andhra Pradesh"
"Birkur","503321","Nizamabad","Nizamabad","Andhra Pradesh"
"Bitragunta","524142","Nellore","Nellore","Andhra Pradesh"
"Bitragunta Locoshed","524142","Nellore","Nellore","Andhra Pradesh"
"Boath","504304","Adilabad","Adilabad","Andhra Pradesh"
"Bobbili Bazar","532573","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bobbili Church Road","532573","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bobbili R S College Road","532558","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bobbilli Govt Hospital Rd","532558","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bobblli","532558","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bodasakurru","533215","East Godavari","East Godavari","Andhra Pradesh"
"Bodemmanur","518146","Kurnool","Kurnool","Andhra Pradesh"
"Bodhan","503185","Nizamabad","Bodhan","Andhra Pradesh"
"Bodhan R S","503185","Nizamabad","Nizamabad","Andhra Pradesh"
"Bodi Palem","522354","Guntur","Guntur","Andhra Pradesh"
"Bodugullam","522354","Guntur","Guntur","Andhra Pradesh"
"Bogavalu","524142","Nellore","Nellore","Andhra Pradesh"
"Bokkudu Palli","516392","Cuddapah","Cuddapah","Andhra Pradesh"
"Bolarum","500010","Hyderabad","Hyderabad","Andhra Pradesh"
"Bollavaram","516360","Cuddapah","Cuddapah","Andhra Pradesh"
"Bollavaram","518517","Kurnool","Kurnool","Andhra Pradesh"
"Bomma Samudram","517134","Chittoor","Chittoor","Andhra Pradesh"
"Bommagani Palle","515763","Anantapur","Anantapur","Andhra Pradesh"
"Bommakal","505480","Karimnagar","Karimnagar","Andhra Pradesh"
"Bommakal","507204","Khammam","Khammam","Andhra Pradesh"
"Bommalaramaram","508126","Nalgonda","Nalgonda","Andhra Pradesh"
"Bommanapalli","505472","Karimnagar","Karimnagar","Andhra Pradesh"
"Bompally","501502","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Bomraspet","509345","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Bonangi","531160","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Bondada","534207","West Godavari","West Godavari","Andhra Pradesh"
"Bondalawada","515427","Anantapur","Anantapur","Andhra Pradesh"
"Bondapalle","531260","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bondugula","508105","Nalgonda","Nalgonda","Andhra Pradesh"
"Bonthala Koduru","532408","Srikakulam","Srikakulam","Andhra Pradesh"
"Booragammanda","517146","Chittoor","Chittoor","Andhra Pradesh"
"Bopenpalli","505524","Karimnagar","Karimnagar","Andhra Pradesh"
"Bopparaju Palle","517108","Chittoor","Chittoor","Andhra Pradesh"
"Bosenagar","523155","Prakasam","Prakasam","Andhra Pradesh"
"Botla Gudur","523110","Prakasam","Prakasam","Andhra Pradesh"
"Boudha Nagar","500361","Hyderabad","Hyderabad","Andhra Pradesh"
"Bowin Palle","500011","Hyderabad","Hyderabad","Andhra Pradesh"
"Brahma Devam","524346","Nellore","Nellore","Andhra Pradesh"
"Brahma Puram","521370","Krishna","Krishna","Andhra Pradesh"
"Brahmana Kodur","522214","Guntur","Guntur","Andhra Pradesh"
"Brahmana Kotkur","518432","Kurnool","Kurnool","Andhra Pradesh"
"Brahmantarla","532220","Srikakulam","Srikakulam","Andhra Pradesh"
"Brodipet","522002","Guntur","Guntur","Andhra Pradesh"
"Brundavanam","524001","Nellore","Nellore","Andhra Pradesh"
"Buchampalle","501202","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Buchinaidu Palle","517111","Chittoor","Chittoor","Andhra Pradesh"
"Buchinnapet","506221","Warangal","Warangal","Andhra Pradesh"
"Buchireddy Palem","524305","Nellore","Nellore","Andhra Pradesh"
"Buckinghampet","520002","Krishna","Krishna","Andhra Pradesh"
"Budam Padu","522013","Guntur","Guntur","Andhra Pradesh"
"Budharam","509213","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Budili","515241","Anantapur","Anantapur","Andhra Pradesh"
"Budithi","532427","Srikakulam","Srikakulam","Andhra Pradesh"
"Budwarpet","504106","Adilabad","Adilabad","Andhra Pradesh"
"Buildings Compound","524003","Nellore","Nellore","Andhra Pradesh"
"Bukkapatnam","515144","Anantapur","Anantapur","Andhra Pradesh"
"Bukkaraya","515144","Anantapur","Anantapur","Andhra Pradesh"
"Bungalpet","504106","Adilabad","Adilabad","Andhra Pradesh"
"Burakayala Kota","517351","Chittoor","Chittoor","Andhra Pradesh"
"Buravilli","532417","Srikakulam","Srikakulam","Andhra Pradesh"
"Burgampahad","507114","Khammam","Khammam","Andhra Pradesh"
"Burhanpuram Bus Stn","507001","Khammam","Khammam","Andhra Pradesh"
"Burja","532445","Srikakulam","Srikakulam","Andhra Pradesh"
"Burja","532551","Srikakulam","Srikakulam","Andhra Pradesh"
"Burnpet","522601","Guntur","Guntur","Andhra Pradesh"
"Bus Stand","522201","Guntur","Guntur","Andhra Pradesh"
"Bus Stand","502110","Medak","Medak","Andhra Pradesh"
"Bus Stand","524305","Nellore","Nellore","Andhra Pradesh"
"Bus Stand","532312","Srikakulam","Srikakulam","Andhra Pradesh"
"Bus Stand Complex","503111","Nizamabad","Nizamabad","Andhra Pradesh"
"Bus Stand Guntur","522010","Guntur","Guntur","Andhra Pradesh"
"Bus Stand Jagannadapuram","532502","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Bus Station","500003","Hyderabad","Hyderabad","Andhra Pradesh"
"Butchi Raju Palem Visakha","530006","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Buthareddigudem","505102","Karimnagar","Karimnagar","Andhra Pradesh"
"Buttaipet","521001","Krishna","Krishna","Andhra Pradesh"
"Buttayagudem","534448","Warangal","Warangal","Andhra Pradesh"
"Buttuguda","508001","Nalgonda","Nalgonda","Andhra Pradesh"
"C C I","501158","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"C T R Bazar","517001","Chittoor","Chittoor","Andhra Pradesh"
"C T R Court Buildings","517001","Chittoor","Chittoor","Andhra Pradesh"
"C T R Market","517001","Chittoor","Chittoor","Andhra Pradesh"
"C T R South","517002","Chittoor","Chittoor","Andhra Pradesh"
"Calingapatnam","532406","Srikakulam","Srikakulam","Andhra Pradesh"
"Camp Ootpalli","503180","Nizamabad","Nizamabad","Andhra Pradesh"
"Campus","507154","Khammam","Khammam","Andhra Pradesh"
"Canal Campus","508202","Nalgonda","Nalgonda","Andhra Pradesh"
"Cathedral Compound","506381","Warangal","Warangal","Andhra Pradesh"
"Cci","532406","Srikakulam","Srikakulam","Andhra Pradesh"
"Cdp Almaspet","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Co-Op Colony","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Mandi Bazar","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Maruthi Nagar","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Masapet","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Mochampet","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Nagarjupet","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cdp Sunnapurallapally","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cement Nagar","518206","Kurnool","Kurnool","Andhra Pradesh"
"Cement Works","504209","Adilabad","Adilabad","Andhra Pradesh"
"Central Police Lines","500013","Hyderabad","Hyderabad","Andhra Pradesh"
"Central Secretariat","500022","Hyderabad","Hyderabad","Andhra Pradesh"
"Central Training Institute","500768","Hyderabad","Hyderabad","Andhra Pradesh"
"Central University Campus","500134","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Ch Agraharam","534196","West Godavari","West Godavari","Andhra Pradesh"
"Chabala","515813","Anantapur","Anantapur","Andhra Pradesh"
"Chada","508111","Nalgonda","Nalgonda","Andhra Pradesh"
"Chagal","506301","Warangal","Warangal","Andhra Pradesh"
"Chagalamarri","518553","Kurnool","Kurnool","Andhra Pradesh"
"Chagallu","534342","West Godavari","West Godavari","Andhra Pradesh"
"Chaitanya Bharati","500171","Hyderabad","Hyderabad","Andhra Pradesh"
"Chaitanyapuri Colony","500036","Hyderabad","Hyderabad","Andhra Pradesh"
"Chakalakonda","524221","Nellore","Nellore","Andhra Pradesh"
"Chakrayapeta","516260","Cuddapah","Cuddapah","Andhra Pradesh"
"Chalakurthi","508350","Nalgonda","Nalgonda","Andhra Pradesh"
"Challa Palli","533503","East Godavari","East Godavari","Andhra Pradesh"
"Challa Palli","521126","Krishna","Krishna","Andhra Pradesh"
"Challapeta","532581","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Challavari Palli","515419","Anantapur","Anantapur","Andhra Pradesh"
"Challore","505505","Karimnagar","Karimnagar","Andhra Pradesh"
"Chanchalguda","500024","Hyderabad","Hyderabad","Andhra Pradesh"
"Chandampet","508259","Nalgonda","Nalgonda","Andhra Pradesh"
"Chandana","515458","Anantapur","Anantapur","Andhra Pradesh"
"Chandapur","509115","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Chandarla Padu","521182","Krishna","Krishna","Andhra Pradesh"
"Chandole","522311","Guntur","Guntur","Andhra Pradesh"
"Chandra Mouli Nagar","522007","Guntur","Guntur","Andhra Pradesh"
"Chandragiri","517101","Chittoor","Chittoor","Andhra Pradesh"
"Chandragiri Fort","517101","Chittoor","Chittoor","Andhra Pradesh"
"Chandramoulipuram Punnam","520010","Krishna","Krishna","Andhra Pradesh"
"Chandrapuram","507135","Khammam","Khammam","Andhra Pradesh"
"Chandulal Baradari","500264","Hyderabad","Hyderabad","Andhra Pradesh"
"Chandupatla","508116","Nalgonda","Nalgonda","Andhra Pradesh"
"Chandur Vattikodu","508255","Nalgonda","Nalgonda","Andhra Pradesh"
"Chanmukla","505505","Karimnagar","Karimnagar","Andhra Pradesh"
"Chapara","532216","Srikakulam","Srikakulam","Andhra Pradesh"
"Chapi Revula","518675","Kurnool","Kurnool","Andhra Pradesh"
"Charak Palli","502221","Medak","Medak","Andhra Pradesh"
"Charala","517260","Chittoor","Chittoor","Andhra Pradesh"
"Charla","507133","Khammam","Khammam","Andhra Pradesh"
"Chata Parru","534004","West Godavari","West Godavari","Andhra Pradesh"
"Chatragadda","522274","Guntur","Guntur","Andhra Pradesh"
"Chavali","522277","Guntur","Guntur","Andhra Pradesh"
"Chavata Palem","523188","Prakasam","Prakasam","Andhra Pradesh"
"Chayapuram","515843","Anantapur","Anantapur","Andhra Pradesh"
"Chebrole","533449","East Godavari","East Godavari","Andhra Pradesh"
"Chebrole","522212","Guntur","Guntur","Andhra Pradesh"
"Cheerlavancha","505412","Karimnagar","Karimnagar","Andhra Pradesh"
"Chegunta","502255","Medak","Medak","Andhra Pradesh"
"Chegur","509333","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Chekur","509332","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Chelkur","501516","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Chelluru","533261","East Godavari","East Godavari","Andhra Pradesh"
"Chelpur","505468","Karimnagar","Karimnagar","Andhra Pradesh"
"Chelpur","506168","Warangal","Warangal","Andhra Pradesh"
"Chembakur","517417","Chittoor","Chembakur","Andhra Pradesh"
"Chendra Sekhara","517417","Chittoor","Chittoor","Andhra Pradesh"
"Chengalrao Pet","530001","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Chenna Kotha Palli","515101","Anantapur","Anantapur","Andhra Pradesh"
"Chennam Palle","516502","Cuddapah","Cuddapah","Andhra Pradesh"
"Chennarao Peta","506332","Warangal","Warangal","Andhra Pradesh"
"Chennarayuni","506332","Warangal","Warangal","Andhra Pradesh"
"Chennur","516162","Cuddapah","Cuddapah","Andhra Pradesh"
"Chennur","524406","Nellore","Nellore","Andhra Pradesh"
"Chepur","503228","Nizamabad","Nizamabad","Andhra Pradesh"
"Cherla Palli","508013","Nalgonda","Nalgonda","Andhra Pradesh"
"Cherlo Palle","517305","Chittoor","Chittoor","Andhra Pradesh"
"Cheruku Ganuma","517305","Chittoor","Chittoor","Andhra Pradesh"
"Cheruku Palle","522309","Guntur","Guntur","Andhra Pradesh"
"Cherukupalli","508258","Nalgonda","Nalgonda","Andhra Pradesh"
"Cheruru R S","517390","Chittoor","Chittoor","Andhra Pradesh"
"Cheruvu Mundara","507169","Khammam","Khammam","Andhra Pradesh"
"Cheruvuumadharam","507169","Khammam","Khammam","Andhra Pradesh"
"Chevela","501503","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Cheyyeru","533225","East Godavari","East Godavari","Andhra Pradesh"
"Chiguruvada","517517","Chittoor","Chittoor","Andhra Pradesh"
"Chikkadapalli Market","500020","Hyderabad","Hyderabad","Andhra Pradesh"
"Chikul","502374","Medak","Medak","Andhra Pradesh"
"Chilakala Pudi","521002","Krishna","Krishna","Andhra Pradesh"
"Chilamakur","516310","Cuddapah","Cuddapah","Andhra Pradesh"
"Chilamathur","515341","Anantapur","Anantapur","Andhra Pradesh"
"Chilkalguda","500025","Hyderabad","Hyderabad","Andhra Pradesh"
"Chilkoor","508230","Nalgonda","Nalgonda","Andhra Pradesh"
"Chilla Kallu","521178","Krishna","Krishna","Andhra Pradesh"
"Chillakur","524412","Nellore","Nellore","Andhra Pradesh"
"Chiluvur","522332","Guntur","Guntur","Andhra Pradesh"
"Chima Kurthi","523226","Prakasam","Prakasam","Andhra Pradesh"
"Chimala Kondur","508116","Nalgonda","Nalgonda","Andhra Pradesh"
"China Bazar","532001","Srikakulam","Srikakulam","Andhra Pradesh"
"China Bazar","531163","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"China Ganjam","523135","Prakasam","Prakasam","Andhra Pradesh"
"China Golconda","509218","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"China Gottiga","501143","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"China Jatram","509243","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"China Kandukuru","508287","Nalgonda","Nalgonda","Andhra Pradesh"
"China Mangalaram","501512","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"China Waltair","530023","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Chinaoram Padu","516109","Cuddapah","Cuddapah","Andhra Pradesh"
"Chinapalem","522299","Guntur","Guntur","Andhra Pradesh"
"Chinaravuru","522201","Guntur","Guntur","Andhra Pradesh"
"Chincholi","504110","Adilabad","Adilabad","Andhra Pradesh"
"Chinna Gottigallu","517193","Chittoor","Chittoor","Andhra Pradesh"
"Chinna Komarla","516433","Cuddapah","Cuddapah","Andhra Pradesh"
"Chinna Machupalle","516165","Cuddapah","Cuddapah","Andhra Pradesh"
"Chinna Mandem","516214","Cuddapah","Cuddapah","Andhra Pradesh"
"Chinna Pola Mada","515422","Anantapur","Anantapur","Andhra Pradesh"
"Chinna Tipa","509141","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Chinnava Gudem","534486","West Godavari","West Godavari","Andhra Pradesh"
"Chinnoor","504201","Adilabad","Adilabad","Andhra Pradesh"
"Chinta Palli","522620","Guntur","Guntur","Andhra Pradesh"
"Chinta Palli","508250","Nalgonda","Nalgonda","Andhra Pradesh"
"Chinta Palli","531111","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Chinta Parti","517277","Chittoor","Chittoor","Andhra Pradesh"
"Chintakani","507208","Khammam","Khammam","Andhra Pradesh"
"Chintakunta Khurd","509111","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Chintala Pudi","534460","West Godavari","West Godavari","Andhra Pradesh"
"Chintalcheru","502299","Medak","Medak","Andhra Pradesh"
"Chintaluru","533232","East Godavari","East Godavari","Andhra Pradesh"
"Chintauntapalem","521001","Krishna","Krishna","Andhra Pradesh"
"Chinturu","507126","Khammam","Khammam","Andhra Pradesh"
"Chipuru Palli","532128","Srikakulam","Srikakulam","Andhra Pradesh"
"Chira Mohalla","502220","Medak","Medak","Andhra Pradesh"
"Chirala","523155","Prakasam","Chirala","Andhra Pradesh"
"Chirala Bazar","523155","Prakasam","Prakasam","Andhra Pradesh"
"Chirikura Padu","523124","Prakasam","Prakasam","Andhra Pradesh"
"Chirra Kunta","504294","Adilabad","Adilabad","Andhra Pradesh"
"Chiruvolu Lanka","521128","Krishna","Krishna","Andhra Pradesh"
"Chiryal","506223","Warangal","Warangal","Andhra Pradesh"
"Chitti Gadda","501113","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Chitti Valasa","531162","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Chitticherla","517198","Chittoor","Chittoor","Andhra Pradesh"
"Chittinagar","520009","Krishna","Krishna","Andhra Pradesh"
"Chittoor","517001","Chittoor","Chittoor","Andhra Pradesh"
"Chittoor Collectorate","517002","Chittoor","Chittoor","Andhra Pradesh"
"Chittoor North","517004","Chittoor","Chittoor","Andhra Pradesh"
"Chittoor Sugar Factory","517003","Chittoor","Chittoor","Andhra Pradesh"
"Chitvel","516104","Cuddapah","Cuddapah","Andhra Pradesh"
"Chityal","508114","Nalgonda","Nalgonda","Andhra Pradesh"
"Chityal","506356","Warangal","Warangal","Andhra Pradesh"
"Chityala","509109","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Chivalur","522298","Guntur","Guntur","Andhra Pradesh"
"Choda Varam","521117","Krishna","Krishna","Andhra Pradesh"
"Chodavaram","523285","Prakasam","Prakasam","Andhra Pradesh"
"Chodavaram","531036","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Chodaya Palem","522264","Guntur","Guntur","Andhra Pradesh"
"Choppa Dandi","505415","Karimnagar","Karimnagar","Andhra Pradesh"
"Choragudi","521251","Krishna","Krishna","Andhra Pradesh"
"Choringa","533461","East Godavari","East Godavari","Andhra Pradesh"
"Choudaripet","522006","Guntur","Guntur","Andhra Pradesh"
"Chout Uppal","508252","Nalgonda","Nalgonda","Andhra Pradesh"
"Choutra Guntur","522003","Guntur","Guntur","Andhra Pradesh"
"Chowdepalle","517257","Chittoor","Chittoor","Andhra Pradesh"
"Christurajapuram","520005","Krishna","Krishna","Andhra Pradesh"
"Chukkalur","515415","Anantapur","Anantapur","Andhra Pradesh"
"Church Road","507001","Khammam","Khammam","Andhra Pradesh"
"Church Squrare","533002","East Godavari","East Godavari","Andhra Pradesh"
"Circlepet","521001","Krishna","Krishna","Andhra Pradesh"
"Clock Tower","515001","Anantapur","Anantapur","Andhra Pradesh"
"Clock Tower","515004","Anantapur","Anantapur","Andhra Pradesh"
"Clock Tower","522403","Guntur","Guntur","Andhra Pradesh"
"Clock Tower","508002","Nalgonda","Nalgonda","Andhra Pradesh"
"Clough Peta","523001","Prakasam","Prakasam","Andhra Pradesh"
"Cnanapuram","518202","Kurnool","Kurnool","Andhra Pradesh"
"Co Op Colony","524201","Nellore","Nellore","Andhra Pradesh"
"Collectorate","532001","Srikakulam","Srikakulam","Andhra Pradesh"
"College","533203","East Godavari","East Godavari","Andhra Pradesh"
"College Campus","504001","Adilabad","Adilabad","Andhra Pradesh"
"College Street","534275","West Godavari","West Godavari","Andhra Pradesh"
"Coop Colony","534211","West Godavari","West Godavari","Andhra Pradesh"
"Cooperative Ind Est","500037","Hyderabad","Hyderabad","Andhra Pradesh"
"Cotton Market","504001","Adilabad","Adilabad","Andhra Pradesh"
"Courtpeta","532284","Srikakulam","Srikakulam","Andhra Pradesh"
"Crp Camp","500005","Hyderabad","Hyderabad","Andhra Pradesh"
"Cuddapah","516001","Cuddapah","Cuddapah","Andhra Pradesh"
"Cuddapah Co-Op Sugars","516163","Cuddapah","Cuddapah","Andhra Pradesh"
"Cuddapah R S","516004","Cuddapah","Cuddapah","Andhra Pradesh"
"Cumbum","523333","Prakasam","Prakasam","Andhra Pradesh"
"Cumbum East","523333","Prakasam","Prakasam","Andhra Pradesh"
"Cunjapadugu","505184","Karimnagar","Karimnagar","Andhra Pradesh"
"D Muppavaram Dronamraju","534390","West Godavari","West Godavari","Andhra Pradesh"
"Daba Gardens","530020","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Dabala Bazar","507003","Khammam","Khammam","Andhra Pradesh"
"Dabirpura","500023","Hyderabad","Hyderabad","Andhra Pradesh"
"Damal Cheruvu","517152","Chittoor","Chittoor","Andhra Pradesh"
"Damar Gidda","509407","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Damarcherla","508375","Nalgonda","Nalgonda","Andhra Pradesh"
"Damavaram","524152","Nellore","Nellore","Andhra Pradesh"
"Damera","505476","Karimnagar","Karimnagar","Andhra Pradesh"
"Dammapeta","507306","Khammam","Dammapeta","Andhra Pradesh"
"Danavaipeta","533103","East Godavari","East Godavari","Andhra Pradesh"
"Dandepalli","504206","Adilabad","Adilabad","Andhra Pradesh"
"Dangeru","533263","East Godavari","Dangeru","Andhra Pradesh"
"Dantalur","522297","Guntur","Guntur","Andhra Pradesh"
"Darga Mitta","524003","Nellore","Nellore","Andhra Pradesh"
"Darju Sahifa","500024","Hyderabad","Hyderabad","Andhra Pradesh"
"Darpalli","503165","Nizamabad","Nizamabad","Andhra Pradesh"
"Darsi Agraharam","523267","Prakasam","Prakasam","Andhra Pradesh"
"Darsi Nsc Colony","523247","Prakasam","Prakasam","Andhra Pradesh"
"Dasannapeta","531202","Vizianagaram","Vizianagaram","Andhra Pradesh"
"Dathala Palli","506315","Warangal","Warangal","Andhra Pradesh"
"Datta Treya Colony","500028","Hyderabad","Hyderabad","Andhra Pradesh"
"Deebaguntla","518669","Kurnool","Kurnool","Andhra Pradesh"
"Delta Gannavaram","533240","East Godavari","East Godavari","Andhra Pradesh"
"Dema Kethe Palli","515332","Anantapur","Anantapur","Andhra Pradesh"
"Demi","503124","Nizamabad","Nizamabad","Andhra Pradesh"
"Dendukur","507206","Khammam","Khammam","Andhra Pradesh"
"Dep Vijayawada","520050","Krishna","Krishna","Andhra Pradesh"
"Depot","530009","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Desaipet","521001","Krishna","Krishna","Andhra Pradesh"
"Deshaipet","506006","Warangal","Warangal","Andhra Pradesh"
"Det Guntur","522050","Guntur","Guntur","Andhra Pradesh"
"Devagudi","516441","Cuddapah","Cuddapah","Andhra Pradesh"
"Devagudur","523277","Prakasam","Prakasam","Andhra Pradesh"
"Deval Hazar Sutoon","506011","Warangal","Warangal","Andhra Pradesh"
"Devanakonda","518465","Karimnagar","Karimnagar","Andhra Pradesh"
"Devapur","504218","Adilabad","Adilabad","Andhra Pradesh"
"Devar Konda","508248","Nalgonda","Nalgonda","Andhra Pradesh"
"Devara Kadra","509204","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Devara Palle","531030","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Devara Palli","534313","West Godavari","West Godavari","Andhra Pradesh"
"Devaruppala","506302","Warangal","Warangal","Andhra Pradesh"
"Devipatnam","533339","East Godavari","East Godavari","Andhra Pradesh"
"Dhanora","502305","Medak","Medak","Andhra Pradesh"
"Dhanwada","509205","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Dharamapuri","505425","Karimnagar","Karimnagar","Andhra Pradesh"
"Dharamaram","503230","Nizamabad","Nizamabad","Andhra Pradesh"
"Dharamraopet","503145","Nizamabad","Nizamabad","Andhra Pradesh"
"Dharma Rao Cheruvu","506330","Warangal","Warangal","Andhra Pradesh"
"Dharmaji Gudem","534462","West Godavari","West Godavari","Andhra Pradesh"
"Dharmaram","506330","Warangal","Warangal","Andhra Pradesh"
"Dharmavaram","515671","Anantapur","Dharmavaram","Andhra Pradesh"
"Dharmavaram","533430","East Godavari","Dharmavaram","Andhra Pradesh"
"Dharmavaram","531148","Vishakhapatnam","Dharmavaram","Andhra Pradesh"
"Dharmavaram Bazar","515671","Anantapur","Anantapur","Andhra Pradesh"
"Dharmavaram Bazar","515672","Anantapur","Anantapur","Andhra Pradesh"
"Dharur","509133","Mahboobnagar","Mahboobnagar","Andhra Pradesh"
"Dharur","501121","Ranga Reddy","Ranga Reddy","Andhra Pradesh"
"Dhone","518222","Kurnool","Kurnool","Andhra Pradesh"
"Dhone Bazar","518222","Kurnool","Kurnool","Andhra Pradesh"
"Dhoolpet","500006","Hyderabad","Hyderabad","Andhra Pradesh"
"Dhulipudi","522258","Guntur","Guntur","Andhra Pradesh"
"Dichpalli","503175","Nizamabad","Nizamabad","Andhra Pradesh"
"Digwal","502321","Medak","Medak","Andhra Pradesh"
"Dilsukhanagarcoly","500036","Hyderabad","Hyderabad","Andhra Pradesh"
"Dilwarpur","504306","Adilabad","Adilabad","Andhra Pradesh"
"Dimli","531061","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"Dindi","522276","Guntur","Guntur","Andhra Pradesh"
"Dindi Project","508258","Nalgonda","Nalgonda","Andhra Pradesh"
"Dinne Devara Padu","518021","Kurnool","Kurnool","Andhra Pradesh"
"Dippakayalapudu","534314","West Godavari","West Godavari","Andhra Pradesh"
"Dirsih Cherla","508333","Nalgonda","Nalgonda","Andhra Pradesh"
"Dirusu Marru","534239","West Godavari","West Godavari","Andhra Pradesh"
"Dist Court Bldgs","505002","Karimnagar","Karimnagar","Andhra Pradesh"
"Dist Court Bldgs","530002","Vishakhapatnam","Vishakhapatnam","Andhra Pradesh"
"District Court","521002","Krishna","Krishna","Andhra Pradesh"
